Country,Flow,Commodity,Value
Sweden,Import,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",867788576.9
Sweden,Export,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",684891208.5
Switzerland,Import,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",794954816.8
Switzerland,Export,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",619719951.5
Togo,Import,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",19342765.46
Togo,Export,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",1184877.268
Suriname,Import,Albuminoidal substances; modified starches; glues; enzymes,1451943.17
Suriname,Export,Albuminoidal substances; modified starches; glues; enzymes,159197.9
Sweden,Import,Albuminoidal substances; modified starches; glues; enzymes,344837377.9
Sweden,Export,Albuminoidal substances; modified starches; glues; enzymes,320090811.3
Switzerland,Import,Albuminoidal substances; modified starches; glues; enzymes,437535649.2
Switzerland,Export,Albuminoidal substances; modified starches; glues; enzymes,580750419.3
Togo,Import,Albuminoidal substances; modified starches; glues; enzymes,3016468.703
Togo,Export,Albuminoidal substances; modified starches; glues; enzymes,5548.162
Suriname,Import,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,4359240.85
Suriname,Export,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,79147.03
Sweden,Import,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,39678170.56
Sweden,Export,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,37075803.03
Switzerland,Import,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,58065659.77
Switzerland,Export,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,59194876.15
Togo,Import,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,4474927.584
Togo,Export,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,409020.15
Suriname,Import,Photographic or cinematographic goods,934974.28
Suriname,Export,Photographic or cinematographic goods,4514.23
Sweden,Import,Photographic or cinematographic goods,31448891.39
Sweden,Export,Photographic or cinematographic goods,13304098.55
Switzerland,Import,Photographic or cinematographic goods,59953695.47
Switzerland,Export,Photographic or cinematographic goods,6804788.064
Togo,Import,Photographic or cinematographic goods,287745.451
Togo,Export,Photographic or cinematographic goods,4807.368
Suriname,Import,Chemical products n.e.c.,49762767.43
Suriname,Export,Chemical products n.e.c.,4990391.37
Sweden,Import,Chemical products n.e.c.,2663797389
Sweden,Export,Chemical products n.e.c.,3265098627
Switzerland,Import,Chemical products n.e.c.,2362052983
Switzerland,Export,Chemical products n.e.c.,1610627781
Togo,Import,Chemical products n.e.c.,39888246.77
Togo,Export,Chemical products n.e.c.,454740.8
Suriname,Import,Plastics and articles thereof,61400638.72
Suriname,Export,Plastics and articles thereof,3240512.98
Sweden,Import,Plastics and articles thereof,6843912506
Sweden,Export,Plastics and articles thereof,6861219373
Switzerland,Import,Plastics and articles thereof,8384386443
Switzerland,Export,Plastics and articles thereof,6249428192
Togo,Import,Plastics and articles thereof,209926624.9
Togo,Export,Plastics and articles thereof,138089927.5
Suriname,Import,Rubber and articles thereof,42589364.9
Suriname,Export,Rubber and articles thereof,498663.36
Sweden,Import,Rubber and articles thereof,2140881685
Sweden,Export,Rubber and articles thereof,1217289968
Switzerland,Import,Rubber and articles thereof,1704253035
Switzerland,Export,Rubber and articles thereof,464810687.7
Togo,Import,Rubber and articles thereof,25058974.29
Togo,Export,Rubber and articles thereof,1056178.676
Suriname,Import,Raw hides and skins (other than furskins) and leather,61498.44
Suriname,Export,Raw hides and skins (other than furskins) and leather,37296
Sweden,Import,Raw hides and skins (other than furskins) and leather,45052270.61
Sweden,Export,Raw hides and skins (other than furskins) and leather,64946871.62
Switzerland,Import,Raw hides and skins (other than furskins) and leather,46323211.22
Switzerland,Export,Raw hides and skins (other than furskins) and leather,87646897.35
Togo,Import,Raw hides and skins (other than furskins) and leather,1779.53
Togo,Export,Raw hides and skins (other than furskins) and leather,139501.596
Suriname,Import,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",1489262.08
Suriname,Export,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",85415.71
Sweden,Import,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",605690786
Sweden,Export,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",331426103.8
Switzerland,Import,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",1398528605
Switzerland,Export,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",617002989.4
Togo,Import,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",12131962.99
Togo,Export,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",60813.254
Sweden,Import,Furskins and artificial fur; manufactures thereof,22352716.64
Sweden,Export,Furskins and artificial fur; manufactures thereof,11807003.1
Switzerland,Import,Furskins and artificial fur; manufactures thereof,31387953
Switzerland,Export,Furskins and artificial fur; manufactures thereof,6155280.31
Togo,Import,Furskins and artificial fur; manufactures thereof,432.995
Suriname,Import,Wood and articles of wood; wood charcoal,6726379.57
Suriname,Export,Wood and articles of wood; wood charcoal,85768473.48
Sweden,Import,Wood and articles of wood; wood charcoal,2648667748
Sweden,Export,Wood and articles of wood; wood charcoal,6121265761
Switzerland,Import,Wood and articles of wood; wood charcoal,2445121513
Switzerland,Export,Wood and articles of wood; wood charcoal,620871528.4
Togo,Import,Wood and articles of wood; wood charcoal,3864670.719
Togo,Export,Wood and articles of wood; wood charcoal,3346716.088
Suriname,Import,Cork and articles of cork,19139.33
Sweden,Import,Cork and articles of cork,3195392.134
Sweden,Export,Cork and articles of cork,1480880.701
Switzerland,Import,Cork and articles of cork,29310105.39
Switzerland,Export,Cork and articles of cork,6702355.461
Togo,Import,Cork and articles of cork,22502.622
Suriname,Import,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",3636.19
Sweden,Import,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",38431909.3
Sweden,Export,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",12593714.8
Switzerland,Import,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",36499817.07
Switzerland,Export,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1595049.782
Togo,Import,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",14451.808
Togo,Export,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",20804663.36
Suriname,Import,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,25872.86
Suriname,Export,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,40652
Sweden,Import,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,505592425.8
Sweden,Export,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,3191929693
Switzerland,Import,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,156813573.8
Switzerland,Export,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,86066554.25
Togo,Import,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,68122.56
Togo,Export,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,69770.58
Suriname,Import,"Paper and paperboard; articles of paper pulp, of paper or paperboard",30136694.69
Suriname,Export,"Paper and paperboard; articles of paper pulp, of paper or paperboard",167076.41
Sweden,Import,"Paper and paperboard; articles of paper pulp, of paper or paperboard",1989321781
Sweden,Export,"Paper and paperboard; articles of paper pulp, of paper or paperboard",9852560324
Switzerland,Import,"Paper and paperboard; articles of paper pulp, of paper or paperboard",2631061970
Switzerland,Export,"Paper and paperboard; articles of paper pulp, of paper or paperboard",1259332299
Togo,Import,"Paper and paperboard; articles of paper pulp, of paper or paperboard",42965333.33
Togo,Export,"Paper and paperboard; articles of paper pulp, of paper or paperboard",2189458.322
Suriname,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",2294780.25
Suriname,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",56605.41
